名称,来源,页码,Rarity,Type,Attunement,Damage,Properties,Mastery,Weight,Value,Text
魔咒（1环）投石索,DMG'24,258,uncommon,"武器 (投石索), 简易武器, 远程武器",需同调,1d4 钝击,弹药 (射程 30/120\xa0尺; 投石索子弹),精通: 缓速,,,"这把武器内嵌了一个1环法术。该法术在武器制作时确定，必须属于咒法、预言、塑能、死灵或变化魔法学派。该武器拥有6次充能，每天黎明时恢复1d6已消耗的充能次数。手持此武器时，你可以消耗1次充能来施放其法术。

该法术的DC为13，其攻击加值为+5。

射程 Range. 远程武器在弹药或投掷属性后的括号内有一个射程。射程列出了两个数字。第一个是武器的正常射程（以英尺为单位），第二个是武器的长射程。当攻击超出正常射程的目标时，你在攻击检定上具有劣势。你不能攻击超出长射程的目标。

弹药 Ammunition. 使用具有弹药属性的武器发动远程攻击时，你必须拥有该武器需求的弹药。所需弹药的种类会与武器的射程写在一起。每次使用该武器攻击都会花费一枚弹药，且取出该弹药的行为视为此次攻击的一部分（你需要一只空手来为一把单手武器的弹药上膛或上弦）。在战斗结束后，你可以花费一分钟搜索战场，以回收你在战斗中所消耗的弹药的一半（向下取整），而剩下的那些弹药将会损失。

精通: 缓速. 如果你用这个武器击中一个生物并对其造成伤害，你可以将其速度减少10英尺，直到你的下一回合开始。如果该生物被具有此属性的武器击中不止一次，速度的减少不会超过10英尺。"
魔咒（1环）木质法杖,DMG'24,258,uncommon,"武器 (木质法杖), 法器, 简易武器",需同调,1d6 钝击,多用 (1d8),精通: 失衡,4 磅,,"这把武器内嵌了一个1环法术。该法术在武器制作时确定，必须属于咒法、预言、塑能、死灵或变化魔法学派。该武器拥有6次充能，每天黎明时恢复1d6已消耗的充能次数。手持此武器时，你可以消耗1次充能来施放其法术。

该法术的DC为13，其攻击加值为+5。

多用 Versatile. 该武器可以用单手或双手来使用。该属性后将跟随一个括号，其内的伤害值即为双手持用该武器进行近战攻击时的伤害值。

德鲁伊法器是一种利用刻纹、绑带或图画来引导原初魔法的物品，它会以下列德鲁伊法器列表中的一种形式存在。德鲁伊和游侠可以使用这种物品作为法器。

精通: 失衡. 如果你用此武器击中一个生物，你可以迫使该生物进行一次体质豁免检定（DC 8 加上用于进行攻击掷骰的能力调整值以及你的熟练加值）。豁免失败时，该生物获得倒地状态。"
魔咒（1环）板条甲,DMG'24,258,uncommon,重甲 (板条甲),需同调,AC 17,,,60 磅,,"这件盔甲中附有一个1环法术。该法术在盔甲制作时确定，必须属于 防护或幻术 魔法学派。该盔甲有6次充能，每天黎明时恢复 1d6 已消耗的充能次数。穿戴盔甲时，你可以消耗1次充能来施放其法术。

该法术的DC为13，其攻击加值为+5。

穿戴者在敏捷(隐匿)检定上具有劣势。

如果穿戴者的力量值低于15，那么他的速度就会减少10尺。"
魔咒（1环）板甲,DMG'24,258,uncommon,重甲 (板甲),需同调,AC 18,,,65 磅,,"这件盔甲中附有一个1环法术。该法术在盔甲制作时确定，必须属于 防护或幻术 魔法学派。该盔甲有6次充能，每天黎明时恢复 1d6 已消耗的充能次数。穿戴盔甲时，你可以消耗1次充能来施放其法术。

该法术的DC为13，其攻击加值为+5。

穿戴者在敏捷(隐匿)检定上具有劣势。

如果穿戴者的力量值低于15，那么他的速度就会减少10尺。"
魔咒（1环）标枪,DMG'24,258,uncommon,"武器 (标枪), 简易武器, 近战武器",需同调,1d6 穿刺,投掷 (30/120 尺),精通: 缓速,2 磅,,"这把武器内嵌了一个1环法术。该法术在武器制作时确定，必须属于咒法、预言、塑能、死灵或变化魔法学派。该武器拥有6次充能，每天黎明时恢复1d6已消耗的充能次数。手持此武器时，你可以消耗1次充能来施放其法术。

该法术的DC为13，其攻击加值为+5。

投掷 Thrown. 如果一把武器具有投掷属性，你可以把它投掷出去来发动一次远程攻击。同时，拔出这把武器可以视作这次攻击的一部分。如果投掷出去的武器是一把近战武器，则你在攻击检定和伤害掷骰中使用与你用其发动近战攻击时相同的属性调整值。

精通: 缓速. 如果你用这个武器击中一个生物并对其造成伤害，你可以将其速度减少10英尺，直到你的下一回合开始。如果该生物被具有此属性的武器击中不止一次，速度的减少不会超过10英尺。"
魔咒（1环）法杖,DMG'24,258,uncommon,"法杖, 武器 (法杖), 法器, 简易武器, 近战武器",需同调,1d6 钝击,多用 (1d8),精通: 失衡,4 磅,,"这把武器内嵌了一个1环法术。该法术在武器制作时确定，必须属于咒法、预言、塑能、死灵或变化魔法学派。该武器拥有6次充能，每天黎明时恢复1d6已消耗的充能次数。手持此武器时，你可以消耗1次充能来施放其法术。

该法术的DC为13，其攻击加值为+5。

多用 Versatile. 该武器可以用单手或双手来使用。该属性后将跟随一个括号，其内的伤害值即为双手持用该武器进行近战攻击时的伤害值。

奥术法器是一种利用宝石或是雕刻来引导奥术魔法的物品，它会以下列奥术法器列表中的一种形式存在。术士、魔契师和法师可以使用这种物品作为法器。

精通: 失衡. 如果你用此武器击中一个生物，你可以迫使该生物进行一次体质豁免检定（DC 8 加上用于进行攻击掷骰的能力调整值以及你的熟练加值）。豁免失败时，该生物获得倒地状态。"
魔咒（1环）滑膛枪,DMG'24,258,uncommon,"武器 (滑膛枪), 军用武器, 远程武器, 枪械",需同调,1d12 穿刺,"双手, 弹药 (射程 40/120\xa0尺; 枪械子弹), 装填",精通: 缓速,10 磅,,"这把武器内嵌了一个1环法术。该法术在武器制作时确定，必须属于咒法、预言、塑能、死灵或变化魔法学派。该武器拥有6次充能，每天黎明时恢复1d6已消耗的充能次数。手持此武器时，你可以消耗1次充能来施放其法术。

该法术的DC为13，其攻击加值为+5。

射程 Range. 远程武器在弹药或投掷属性后的括号内有一个射程。射程列出了两个数字。第一个是武器的正常射程（以英尺为单位），第二个是武器的长射程。当攻击超出正常射程的目标时，你在攻击检定上具有劣势。你不能攻击超出长射程的目标。

弹药 Ammunition. 使用具有弹药属性的武器发动远程攻击时，你必须拥有该武器需求的弹药。所需弹药的种类会与武器的射程写在一起。每次使用该武器攻击都会花费一枚弹药，且取出该弹药的行为视为此次攻击的一部分（你需要一只空手来为一把单手武器的弹药上膛或上弦）。在战斗结束后，你可以花费一分钟搜索战场，以回收你在战斗中所消耗的弹药的一半（向下取整），而剩下的那些弹药将会损失。

装填 Loading. 当你使用动作、附赠动作或反应来射击装填类武器时，你只能发射一枚弹药，不管你通常可以进行多少次攻击。

双手 Two-Handed. 用双手武器攻击时，你需要双手并用。

精通: 缓速. 如果你用这个武器击中一个生物并对其造成伤害，你可以将其速度减少10英尺，直到你的下一回合开始。如果该生物被具有此属性的武器击中不止一次，速度的减少不会超过10英尺。"
魔咒（1环）激光手枪,DMG'24,258,uncommon,"武器 (激光手枪), 未来, 军用武器, 远程武器, 枪械",需同调,3d6 光耀,"弹容 (50 发), 弹药 (40/120\xa0尺; 能量电池)",精通: 侵扰,2 磅,,"这把武器内嵌了一个1环法术。该法术在武器制作时确定，必须属于咒法、预言、塑能、死灵或变化魔法学派。该武器拥有6次充能，每天黎明时恢复1d6已消耗的充能次数。手持此武器时，你可以消耗1次充能来施放其法术。

该法术的DC为13，其攻击加值为+5。

射程 Range. 远程武器在弹药或投掷属性后的括号内有一个射程。射程列出了两个数字。第一个是武器的正常射程（以英尺为单位），第二个是武器的长射程。当攻击超出正常射程的目标时，你在攻击检定上具有劣势。你不能攻击超出长射程的目标。

弹药 Ammunition. 现代火器使用后，子弹即被销毁。未来式枪械使用的是能量单元，这些能量单元在耗尽时可能通过适当的设备进行再充电，具体由游戏主持人决定。

弹容 Reload. 你可以使用重新装填武器进行有限次数的射击。然后，你必须以一个动作或附赠动作的方式重新装填武器。

精通: 侵扰. 当你用这把武器命中一个生物并对其造成伤害时，直到你的下一回合结束前，你对该生物的下一次攻击检定将具有优势。"
魔咒（1环）激光步枪,DMG'24,258,uncommon,"武器 (激光步枪), 未来, 军用武器, 远程武器, 枪械",需同调,3d8 光耀,"双手, 弹容 (30 发), 弹药 (100/300\xa0尺; 能量电池)",精通: 缓速,7 磅,,"这把武器内嵌了一个1环法术。该法术在武器制作时确定，必须属于咒法、预言、塑能、死灵或变化魔法学派。该武器拥有6次充能，每天黎明时恢复1d6已消耗的充能次数。手持此武器时，你可以消耗1次充能来施放其法术。

该法术的DC为13，其攻击加值为+5。

射程 Range. 远程武器在弹药或投掷属性后的括号内有一个射程。射程列出了两个数字。第一个是武器的正常射程（以英尺为单位），第二个是武器的长射程。当攻击超出正常射程的目标时，你在攻击检定上具有劣势。你不能攻击超出长射程的目标。

弹药 Ammunition. 现代火器使用后，子弹即被销毁。未来式枪械使用的是能量单元，这些能量单元在耗尽时可能通过适当的设备进行再充电，具体由游戏主持人决定。

弹容 Reload. 你可以使用重新装填武器进行有限次数的射击。然后，你必须以一个动作或附赠动作的方式重新装填武器。

双手 Two-Handed. 用双手武器攻击时，你需要双手并用。

精通: 缓速. 如果你用这个武器击中一个生物并对其造成伤害，你可以将其速度减少10英尺，直到你的下一回合开始。如果该生物被具有此属性的武器击中不止一次，速度的减少不会超过10英尺。"
魔咒（1环）狩猎步枪,DMG'24,258,uncommon,"武器 (狩猎步枪), 现代, 军用武器, 远程武器, 枪械",需同调,2d10 穿刺,"双手, 弹容 (5 发), 弹药 (80/240\xa0尺; 枪械子弹)",精通: 缓速,8 磅,,"这把武器内嵌了一个1环法术。该法术在武器制作时确定，必须属于咒法、预言、塑能、死灵或变化魔法学派。该武器拥有6次充能，每天黎明时恢复1d6已消耗的充能次数。手持此武器时，你可以消耗1次充能来施放其法术。

该法术的DC为13，其攻击加值为+5。

射程 Range. 远程武器在弹药或投掷属性后的括号内有一个射程。射程列出了两个数字。第一个是武器的正常射程（以英尺为单位），第二个是武器的长射程。当攻击超出正常射程的目标时，你在攻击检定上具有劣势。你不能攻击超出长射程的目标。

弹药 Ammunition. 现代火器使用后，子弹即被销毁。未来式枪械使用的是能量单元，这些能量单元在耗尽时可能通过适当的设备进行再充电，具体由游戏主持人决定。

弹容 Reload. 你可以使用重新装填武器进行有限次数的射击。然后，你必须以一个动作或附赠动作的方式重新装填武器。

双手 Two-Handed. 用双手武器攻击时，你需要双手并用。

精通: 缓速. 如果你用这个武器击中一个生物并对其造成伤害，你可以将其速度减少10英尺，直到你的下一回合开始。如果该生物被具有此属性的武器击中不止一次，速度的减少不会超过10英尺。"
